Customer Id,YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,NumberOfWindows,Geo_Code,Claim
H461,2013,1,0,V,V,V,U,1500,1,1980,   .,87085,0
H462,2016,0.99726776,0,V,V,V,U,1500,1,1980,   .,87085,0
H465,2016,1,0,V,V,V,U,1702,1,1980,   .,87085,0
H5865,2013,1,0,V,V,V,U,2140,1,1980,   .,87085,0
H5949,2012,1,0,V,V,V,U,1405,1,1980,   .,87085,0
H5950,2014,0.169863014,0,V,V,V,U,1405,1,1980,   .,87085,0
H6486,2014,1,0,N,V,V,U,1112,1,1980,   .,87085,0
H6489,2016,0.994535519,0,V,N,O,R,1380,1,1955,8,87085,0
H6522,2014,1,0,V,V,V,U,3107,1,1980,   .,87085,0
H6623,2012,1,0,N,V,V,U,3120,1,1980,   .,87085,1
H6762,2014,1,0,V,V,V,U,1501,1,1980,   .,87085,0
H2166,2015,0,0,V,V,V,U,707,1,,   .,87106,0
H15111,2016,0.99726776,0,N,V,V,U,650,1,1960,   .,88075,0
H15477,2012,1,0,V,N,O,R,650,1,1950,2,88075,0
H1808,2014,1,0,V,N,O,R,1075,1,1988,3,88075,1
H5228,2014,1,0,V,V,V,U,2406,1,1988,   .,88075,0
H6933,2013,1,0,N,V,V,U,2020,1,1988,   .,88075,0
H6934,2014,1,0,N,V,V,U,2020,1,1988,   .,88075,0
H4495,2014,1,0,V,V,V,U,2880,1,1980,   .,88158,0
H4496,2015,0.052054795,0,V,V,V,U,2880,1,1980,   .,88158,0
H14945,2014,1,0,N,V,V,U,1300,1,1960,   .,88160,0
H2346,2014,1,0,V,V,V,U,539,1,1960,   .,88160,1
H3944,2012,1,0,N,V,V,U,600,1,1960,   .,88160,0
H3945,2013,1,0,N,V,V,U,600,1,1960,   .,88160,0
H1296,2013,1,0,V,V,V,U,450,1,1960,   .,88196,0
H1812,2012,1,0,V,V,V,U,1050,1,1960,   .,88196,0
H1819,2015,0.832876712,0,V,N,O,R,540,1,1998,4,88196,0
H5524,2015,1,0,V,V,V,U,2880,1,1980,   .,88196,0
H5525,2016,1,0,V,V,V,U,2880,1,1980,   .,88196,0
H6008,2012,1,0,N,V,V,U,450,1,1960,   .,88196,0
H6013,2014,1,0,V,V,V,U,600,1,1960,   .,88196,0
H7407,2012,0.084699454,0,N,V,V,U,560,1,1960,   .,88196,0
H4773,2013,1,0,V,V,V,U,1500,1,1960,   .,88351,0
H1280,2015,0.989041096,0,V,V,V,U,530,1,1980,   .,88383,0
H1281,2016,0.967213115,0,V,V,V,U,530,1,1980,   .,88383,0
H1285,2016,0.99726776,0,V,N,O,R,900,1,1930,3,88383,0
H1287,2012,1,0,V,V,V,U,450,1,1988,   .,88383,0
H1288,2012,1,0,V,V,V,U,2075,1,1960,   .,88383,0
H1289,2012,1,0,V,V,V,U,2250,1,1988,   .,88383,0
H1290,2014,1,0,V,V,V,U,2250,1,1988,   .,88383,0
H696,2014,1,0,V,N,O,R,880,1,1900,3,88383,0
H7365,2012,1,1,N,V,V,U,400,1,1960,   .,88383,0
H7366,2013,0.052054795,1,N,V,V,U,400,1,1960,   .,88383,0
H1830,2012,1,0,V,N,O,R,820,1,1960,4,88408,0
H4061,2014,1,0,V,V,V,U,1200,1,1980,   .,88413,0
H4440,2016,0.99726776,0,N,V,V,U,878,1,1988,   .,88413,0
H13962,2016,1,0,V,N,O,R,1900,1,2007,4,88465,0
H2007,2013,0.495890411,1,N,V,V,U,450,1,1960,   .,88492,0
H2971,2014,0.989041096,0,V,N,O,R,2233,1,1967,5,88516,0
H1278,2012,1,0,V,V,V,U,3000,1,1980,   .,88531,0
H6926,2012,1,1,V,N,O,R,206,1,1900,2,89024,0
H5346,2016,0.99726776,1,N,V,V,U,380,1,,   .,89069,0
H15821,2014,1,0,V,N,O,R,7023,1,1780,3,89291,0
H13051,2012,0.702185792,1,N,V,V,U,4601,1,1988,   .,89387,0
H17805,2015,1,0,V,N,O,R,2394,1,2011,4,89387,0
H15044,2014,1,0,N,V,V,U,360,2,1960,   .,90008,0
H15045,2015,1,0,N,V,V,U,360,2,1960,   .,90008,0
H1321,2014,1,0,V,V,V,U,690,2,1980,   .,90010,0
H13879,2013,0.161643836,0,N,V,V,U,730,2,1960,   .,90010,0
H14933,2013,1,0,N,V,V,U,800,2,1960,   .,90010,0
H14934,2015,1,0,N,V,V,U,800,2,1960,   .,90010,0
H14975,2012,1,0,N,V,V,U,1020,2,1960,   .,90010,1
H19101,2014,1,0,V,N,O,R,8436,2,1990,4,90010,0
H19102,2015,1,0,V,N,O,R,8436,2,1990,4,90010,1
H3923,2013,1,0,V,V,V,U,1303,2,1960,   .,90010,0
H5148,2013,1,0,V,V,V,U,650,2,1960,   .,90010,0
H5382,2012,1,0,V,V,V,U,895,2,1988,   .,90010,0
H5384,2015,0.997260274,0,V,V,V,U,895,2,1988,   .,90010,1
H6009,2012,1,0,V,N,O,R,1600,2,1954,5,90010,0
H6709,2012,1,0,N,V,V,U,882,2,1960,   .,90010,0
H4079,2013,0.901369863,0,N,V,V,U,700,2,1960,   .,90032,0
H3731,2012,1,0,V,V,V,U,850,2,1980,   .,90039,0
H3732,2014,1,0,V,V,V,U,850,2,1980,   .,90039,0
H19901,2016,1,0,V,N,O,R,690,2,2000,3,90041,0
H18645,2016,0.99726776,0,V,N,O,R,2770,2,2010,3,90075,0
H4805,2013,0.915068493,0,V,V,V,U,478,2,1960,   .,90075,0
H17280,2016,1,0,V,N,O,R,1460,2,2011,5,90089,0
H1811,2014,1,0,N,V,V,U,792,2,1980,   .,90093,0
H6895,2013,1,0,V,N,O,R,723,2,1950,2,90104,0
H2610,2012,0,0,V,V,V,U,900,1,,   .,91016,0
H2611,2013,0,0,V,V,V,U,900,1,,   .,91016,1
H2701,2016,0,0,V,V,V,U,1000,1,,   .,91016,0
H16887,2012,1,1,V,N,O,R,250,1,1950,2,91027,0
H4526,2013,1,1,V,N,O,R,612,1,1920,4,91027,0
H17475,2012,1,1,V,N,O,R,3887,1,2011,3,91044,0
H14694,2013,0.808219178,1,N,V,V,U,250,1,1960,   .,91045,0
H1292,2016,0.99726776,0,N,V,V,U,1330,1,1988,   .,91064,0
H6512,2015,1,1,N,V,V,U,320,1,,   .,91064,0
H16430,2016,0.663934426,1,V,N,O,R,3450,1,1982,2,91097,0
H13662,2012,1,1,N,V,V,U,4350,1,1980,   .,91161,0
H15615,2015,0.747945205,1,V,N,O,R,300,1,1970,3,91161,0
H15754,2013,1,1,V,N,O,R,4536,1,1960,5,91161,0
H17312,2012,1,1,V,N,O,R,1024,1,2011,6,91161,0
H17313,2014,1,1,V,N,O,R,1024,1,2011,6,91161,0
H12998,2012,1,0,N,V,V,U,250,1,1988,   .,91174,0
H12999,2013,1,0,N,V,V,U,250,1,1988,   .,91174,0
H13002,2012,1,0,N,V,V,U,634,1,1960,   .,91174,0
H13003,2015,1,0,N,V,V,U,634,1,1960,   .,91174,0
H14014,2012,1,0,N,V,V,U,160,1,1980,   .,91174,0
H14586,2012,1,1,N,V,V,U,651,1,1960,   .,91174,0
H14587,2015,1,1,N,V,V,U,651,1,1960,   .,91174,0
H14661,2015,0.693150685,0,N,V,V,U,81,1,1980,   .,91174,0
H15721,2014,1,0,V,N,O,R,250,1,1980,3,91174,0
H15722,2015,1,0,V,N,O,R,250,1,1980,3,91174,1
H16144,2013,0,0,V,N,O,R,2750,1,1981,4,91174,0
H17178,2013,1,0,V,N,O,R,200,1,1930,2,91174,0
H18612,2014,1,0,V,N,O,R,3349,1,2012,4,91174,0
H18613,2015,1,0,V,N,O,R,3349,1,2012,4,91174,1
H18614,2016,0.469945355,0,V,N,O,R,3349,1,2012,4,91174,0
H3274,2013,1,0,V,V,V,U,494,1,1960,   .,91174,0
H3711,2013,1,0,V,V,V,U,447,1,1980,   .,91174,0
H3791,2014,1,0,N,V,V,U,561,1,1960,   .,91174,0
H3871,2016,0.99726776,0,V,N,O,R,872,1,1940,3,91174,0
H3873,2014,1,0,V,V,V,U,380,1,1960,   .,91174,0
H3887,2014,1,0,V,V,V,U,1190,1,1960,   .,91174,1
H3906,2012,1,0,N,V,V,U,629,1,1960,   .,91174,1
H3907,2014,1,0,N,V,V,U,629,1,1960,   .,91174,1
H3921,2012,1,0,V,V,V,U,330,1,1960,   .,91174,0
H3922,2014,1,0,V,V,V,U,330,1,1960,   .,91174,0
H3967,2015,1,0,V,V,V,U,561,1,1960,   .,91174,0
H3971,2012,1,0,V,V,V,U,400,1,1960,   .,91174,0
H4026,2014,1,0,V,V,V,U,3100,1,1988,   .,91174,0
H4067,2012,1,0,V,V,V,U,1550,1,1960,   .,91174,0
H4126,2012,1,0,V,V,V,U,1300,1,1960,   .,91174,1
H4127,2013,0,0,N,V,V,U,320,1,1960,   .,91174,0
H4155,2014,1,0,V,V,V,U,650,1,1960,   .,91174,0
H4156,2012,1,0,V,V,V,U,800,1,1960,   .,91174,0
H4157,2016,1,0,V,V,V,U,800,1,1960,   .,91174,0
H4279,2015,1,0,V,V,V,U,462,1,1960,   .,91174,0
H4292,2012,1,0,V,N,O,R,300,1,1960,3,91174,0
H4312,2013,1,0,V,V,V,U,700,1,1960,   .,91174,0
H4331,2015,1,0,V,N,O,R,500,1,1920,4,91174,0
H4499,2014,1,0,V,V,V,U,1400,1,1960,   .,91174,0
H4500,2016,0.99726776,0,V,V,V,U,1400,1,1960,   .,91174,0
H4725,2016,0.99726776,0,V,V,V,U,528,1,1960,   .,91174,0
H4867,2013,0.057534247,0,V,N,O,R,523,1,1960,2,91174,0
H4973,2015,1,0,V,V,V,U,2275,1,1960,   .,91174,1
H5205,2015,0.808219178,0,V,V,V,U,434,1,1960,   .,91174,1
H5397,2015,1,0,V,V,V,U,360,1,1980,   .,91174,0
H5542,2014,1,0,V,V,V,U,770,1,1960,   .,91174,1
H6217,2013,0.964383562,0,V,V,V,U,210,1,1960,   .,91174,0
H6218,2012,1,0,V,V,V,U,210,1,1960,   .,91174,0
H19849,2016,0.890710383,0,V,N,O,R,940,1,2015,3,91182,0
H16986,2012,1,1,V,N,O,R,1309,1,2011,4,91201,1
H16987,2015,1,1,V,N,O,R,1309,1,2011,4,91201,0
H7412,2013,0,1,N,V,V,U,7550,1,1980,   .,91215,0
H18580,2012,0.759562842,0,V,N,O,R,380,1,1900,4,91223,0
H2139,2012,1,0,V,V,V,U,250,1,1980,   .,91223,0
H2396,2016,0,0,V,V,V,U,754,1,,   .,91223,0
H5632,2012,0,0,V,V,V,U,600,1,,   .,91223,0
H615,2014,0.161643836,0,V,N,O,R,360,1,1950,3,91223,0
H4705,2014,1,0,V,V,V,U,4354,1,1988,   .,91228,0
H4711,2015,1,0,V,V,V,U,2518,1,1988,   .,91228,0
H17394,2014,1,1,V,N,O,R,2785,1,2005,6,91249,0
H17395,2015,0.997260274,1,V,N,O,R,2785,1,2005,6,91249,0
H12723,2013,0,0,N,V,V,U,10,1,,   .,91272,0
H18007,2015,1,0,V,N,O,R,14906,1,1980,6,91286,0
H608,2015,1,1,V,V,V,U,550,1,,   .,91292,0
H13960,2013,1,0,N,V,V,U,260,1,1980,   .,91326,0
H14512,2012,1,1,N,V,V,U,600,1,1960,   .,91326,1
H14513,2015,1,1,N,V,V,U,600,1,1960,   .,91326,0
H4456,2012,1,1,N,V,V,U,560,1,,   .,91345,1
H602,2012,0.540983607,1,V,V,V,U,960,1,,   .,91345,0
H15536,2013,1,1,V,N,O,R,195,1,1950,3,91376,0
H13249,2012,1,0,N,V,V,U,280,1,1960,   .,91377,0
H17902,2014,1,1,V,N,O,R,12474,1,1970,6,91377,1
H18082,2014,1,1,V,N,O,R,1764,1,1970,4,91377,0
H14370,2012,1,1,N,V,V,U,1548,1,1988,   .,91386,0
H14766,2013,0.832876712,1,N,V,V,U,3000,1,1988,   .,91386,0
H17278,2012,1,0,V,N,O,R,250,1,1900,1,91390,0
H15145,2016,1,1,V,N,O,R,1250,1,1950,6,91421,0
H16356,2013,1,1,V,N,O,R,3362,1,2000,4,91432,0
H16357,2015,0.517808219,1,V,N,O,R,3362,1,2000,4,91432,0
H18078,2014,0.747945205,1,V,N,O,R,11007,1,1970,8,91432,0
H18357,2013,1,0,V,N,O,R,460,1,1974,3,91432,0
H19219,2013,0.608219178,0,V,N,O,R,123,1,1900,1,91469,0
H15631,2012,1,1,V,N,O,R,390,1,1900,3,91477,0
H15632,2013,0.682191781,1,V,N,O,R,390,1,1900,3,91477,0
H6960,2014,1,0,V,N,O,R,700,1,1860,3,91511,0
H4593,2013,1,0,V,V,V,U,380,1,1980,   .,91521,0
H5236,2012,1,1,N,V,V,U,180,1,1960,   .,91573,0
H5237,2013,1,1,N,V,V,U,180,1,1960,   .,91573,1
H5238,2015,1,1,N,V,V,U,180,1,1960,   .,91573,0
H15763,2013,0.495890411,0,V,N,O,R,380,1,1900,3,91577,0
H160,2016,0,0,V,V,V,U,2000,1,,   .,91589,1
H15192,2012,1,1,V,N,O,R,915,1,2009,4,91649,0
H15581,2012,0.74863388,0,V,N,O,R,300,1,1960,2,91657,0
H19645,2016,0.99726776,0,V,N,O,R,1100,1,2010,2,91657,0
H6187,2012,1,0,N,V,V,U,205,1,1980,   .,91657,0
H15827,2012,1,1,V,N,O,R,820,1,1880,3,91679,0
H2812,2016,0.99726776,0,V,V,V,U,4500,1,1960,   .,91687,0
H17348,2014,1,0,V,N,O,R,1350,1,1750,3,91691,0
H17113,2013,0.246575342,1,V,N,O,R,1034,1,1970,2,91692,0
H17434,2012,1,1,V,N,O,R,100,1,1996,1,91692,0
H13777,2015,1,1,V,N,O,R,6010,3,1975,9,92002,0
H15038,2015,1,1,N,V,V,U,1200,3,1988,   .,92002,0
H16691,2013,1,0,V,N,O,R,535,3,1970,4,92002,1
H17608,2014,1,1,V,N,O,R,3750,3,2009,3,92002,1
H600,2012,1,1,V,N,O,R,6300,3,1990,4,92002,1
H13038,2015,1,0,N,V,V,U,800,3,1960,   .,92004,0
H13151,2013,1,0,N,V,V,U,700,3,1960,   .,92004,1
H13152,2016,1,0,N,V,V,U,700,3,1960,   .,92004,0
H13428,2013,0.246575342,0,N,V,V,U,532,3,,   .,92004,0
H13437,2012,1,0,N,V,V,U,1460,3,,   .,92004,1
H13439,2012,1,0,N,V,V,U,1100,3,1960,   .,92004,1
H13809,2012,1,0,N,V,V,U,1210,3,1960,   .,92004,0
H14038,2014,1,0,N,V,V,U,1267,3,1960,   .,92004,0
H14514,2013,1,1,V,N,O,R,400,3,1954,3,92004,0
H14622,2014,0.665753425,0,N,V,V,U,562,3,1960,   .,92004,1
H15187,2014,1,1,V,N,O,R,484,3,1900,4,92004,0
H16148,2012,1,0,V,N,O,R,416,3,1930,3,92004,0
H16298,2012,1,0,V,N,O,R,790,3,1959,7,92004,0
H16299,2015,1,0,V,N,O,R,790,3,1959,7,92004,0
H17204,2013,1,1,V,N,O,R,3700,3,2005,5,92004,1
H17205,2014,1,1,V,N,O,R,3700,3,2005,5,92004,1
H17390,2012,0.666666667,1,V,N,O,R,600,3,1900,5,92004,0
H18650,2013,1,0,V,N,O,R,960,3,1990,1,92004,0
H19035,2014,0.747945205,1,V,N,O,R,6280,3,1960,9,92004,1
H19608,2014,0.104109589,0,V,N,O,R,500,3,1929,3,92004,0
H3564,2012,1,0,V,V,V,U,2110,3,,   .,92004,0
H3586,2016,0.99726776,1,V,V,V,U,3950,3,,   .,92004,1
H3847,2012,1,0,V,V,V,U,3100,3,1960,   .,92004,1
H3848,2015,1,0,V,V,V,U,3100,3,1960,   .,92004,1
H3958,2013,1,0,V,V,V,U,1116,3,1980,   .,92004,0
H3959,2015,1,0,V,V,V,U,1116,3,1980,   .,92004,1
H4179,2012,1,0,V,V,V,U,636,3,1960,   .,92004,0
H4182,2013,1,0,V,V,V,U,735,3,1960,   .,92004,0
H4183,2014,1,0,V,V,V,U,1300,3,1960,   .,92004,1
H4184,2015,1,0,V,V,V,U,1300,3,1960,   .,92004,0
H4186,2016,0.99726776,0,V,V,V,U,550,3,1960,   .,92004,0
H4189,2016,0.99726776,0,V,V,V,U,1265,3,1960,   .,92004,0
H4190,2012,1,0,V,V,V,U,916,3,1960,   .,92004,1
H4191,2015,1,0,V,V,V,U,916,3,1960,   .,92004,0
H4193,2012,1,0,V,V,V,U,612,3,1960,   .,92004,0
H4194,2014,1,0,V,V,V,U,612,3,1960,   .,92004,0
H4195,2013,1,0,V,V,V,U,1698,3,1960,   .,92004,1
H4433,2013,1,0,V,V,V,U,1418,3,1960,   .,92004,0
H4591,2013,1,0,V,N,O,R,1900,3,2000,5,92004,0
H4595,2013,1,1,V,V,V,U,791,3,1960,   .,92004,0
H4596,2014,1,1,V,V,V,U,791,3,1960,   .,92004,0
H5355,2013,1,1,V,V,V,U,662,3,1960,   .,92004,0
H5356,2014,0.41369863,1,V,V,V,U,662,3,1960,   .,92004,1
H5424,2014,1,0,N,V,V,U,1568,3,1960,   .,92004,0
H5425,2015,1,0,N,V,V,U,1568,3,1960,   .,92004,0
H5760,2012,1,0,V,V,V,U,798,3,1960,   .,92004,0
H5782,2013,0.495890411,0,V,V,V,U,1850,3,1960,   .,92004,0
H5964,2014,1,0,V,V,V,U,930,3,1960,   .,92004,1
H5965,2015,1,0,V,V,V,U,930,3,1960,   .,92004,0
H6067,2014,1,0,V,V,V,U,1400,3,1960,   .,92004,0
H611,2012,1,1,V,V,V,U,908,3,,   .,92004,1
H6162,2015,1,0,V,V,V,U,715,3,1960,   .,92004,0
H6311,2014,1,0,V,V,V,U,1100,3,1960,   .,92004,0
H6349,2013,1,0,V,V,V,U,1752,3,1960,   .,92004,0
H6350,2014,1,0,V,V,V,U,1752,3,1960,   .,92004,1
H6621,2015,1,0,V,V,V,U,1500,3,1960,   .,92004,0
H6622,2016,0.99726776,0,V,V,V,U,1500,3,1960,   .,92004,0
H6813,2012,1,0,N,V,V,U,1950,3,1960,   .,92004,1
H6875,2012,1,0,N,V,V,U,3953,3,1960,   .,92004,0
H6891,2016,1,0,N,V,V,U,586,3,1960,   .,92004,0
H7414,2014,1,0,N,V,V,U,1300,3,1960,   .,92004,1
H15191,2013,1,1,V,N,O,R,780,3,1950,1,92007,0
H12740,2015,1,0,N,V,V,U,3947,3,1988,   .,92009,0
H15955,2013,1,1,V,N,O,R,1350,3,1980,7,92009,0
H17075,2014,1,1,V,N,O,R,350,3,1930,4,92009,0
H17271,2012,1,1,V,N,O,R,5278,3,2003,5,92009,0
H3932,2012,1,0,V,V,V,U,1180,3,1960,   .,92009,0
H4181,2016,0.99726776,0,V,V,V,U,450,3,1960,   .,92009,0
H7225,2012,1,1,N,V,V,U,220,3,1960,   .,92009,0
H7308,2013,1,1,N,V,V,U,250,3,1960,   .,92009,0
H12808,2013,1,0,V,N,O,R,400,3,1900,3,92012,0
H13022,2012,1,1,N,V,V,U,2450,3,1980,   .,92012,0
H1323,2014,1,1,V,N,O,R,850,3,1900,5,92012,0
H14449,2013,0,1,N,V,V,U,2646,3,1980,   .,92012,0
H14650,2015,1,1,V,N,O,R,550,3,1959,3,92012,0
H14972,2015,1,1,V,N,O,R,824,3,1893,5,92012,1
H14986,2013,1,1,V,N,O,R,600,3,1900,4,92012,0
H15085,2012,1,1,N,V,V,U,1100,3,1960,   .,92012,0
H15836,2012,1,1,V,N,O,R,4100,3,1960,>=10,92012,0
H15838,2016,0.99726776,1,V,N,O,R,4100,3,1960,>=10,92012,0
H16121,2013,1,1,V,N,O,R,1100,3,1940,4,92012,0
H16122,2014,0.079452055,1,V,N,O,R,1100,3,1940,4,92012,1
H16212,2014,1,0,V,N,O,R,230,3,1960,4,92012,0
H16588,2014,1,1,V,N,O,R,420,3,1950,4,92012,0
H17654,2012,1,1,V,N,O,R,2000,3,1950,8,92012,0
H17710,2014,1,1,V,N,O,R,1460,3,1920,7,92012,0
H17905,2016,0.99726776,1,V,N,O,R,2866,3,1930,7,92012,1
H18042,2014,1,1,V,N,O,R,1196,3,1950,6,92012,1
H18140,2012,0.920765027,1,V,N,O,R,714,3,1930,6,92012,0
H18141,2016,0.079234973,1,V,N,O,R,714,3,1930,6,92012,0
H18180,2013,1,0,V,N,O,R,300,3,1900,4,92012,0
H18257,2013,1,1,V,N,O,R,750,3,1950,5,92012,1
H18258,2014,0.098630137,1,V,N,O,R,750,3,1950,5,92012,0
H18529,2012,0.579234973,1,V,N,O,R,9449,3,1950,8,92012,0
H18530,2013,1,1,V,N,O,R,9449,3,1950,8,92012,1
H18611,2012,0.920765027,1,V,N,O,R,2110,3,1990,6,92012,0
H18623,2012,0.579234973,1,V,N,O,R,550,3,1950,4,92012,0
H18784,2012,0.338797814,1,V,N,O,R,10142,3,1975,9,92012,1
H18871,2012,0.180327869,1,V,N,O,R,11516,3,1995,5,92012,0
H18872,2013,1,1,V,N,O,R,1015,3,1920,5,92012,0
H18873,2014,0.832876712,1,V,N,O,R,1015,3,1920,5,92012,1
H357,2014,0,0,V,V,V,U,960,3,,   .,92012,0
H6059,2016,0.99726776,1,V,N,O,R,700,3,1900,4,92012,1
H6318,2016,1,1,N,V,V,U,765,3,1960,   .,92012,1
H6665,2013,1,1,V,V,V,U,1054,3,1980,   .,92012,0
H6887,2015,1,1,V,V,V,U,1535,3,1960,   .,92012,1
H6973,2012,1,1,N,V,V,U,310,3,1960,   .,92012,0
H15012,2013,1,1,N,V,V,U,2110,3,1960,   .,92014,0
H15157,2012,1,1,N,V,V,U,285,3,1960,   .,92014,1
H15158,2016,1,1,N,V,V,U,285,3,1960,   .,92014,0
H16755,2012,1,1,V,N,O,R,9100,3,1960,4,92014,1
H17997,2013,1,1,V,N,O,R,1880,3,2007,3,92014,1
H4163,2013,1,1,V,V,V,U,5237,3,,   .,92014,1
H6791,2012,0.068306011,1,N,V,V,U,1836,3,1980,   .,92014,0
H18901,2014,0.693150685,1,V,N,O,R,3731,3,2012,5,92019,0
H14159,2013,0.246575342,1,N,V,V,U,1065,3,1960,   .,92020,0
H14251,2013,0.37260274,1,N,V,V,U,3460,3,1988,   .,92020,1
H15870,2012,1,0,V,N,O,R,225,3,1950,2,92020,0
H12771,2013,1,0,V,N,O,R,1200,3,1999,4,92022,0
H6472,2013,0.580821918,1,V,V,V,U,7600,3,1980,   .,92022,0
H7224,2016,0.99726776,1,N,V,V,U,180,3,1960,   .,92022,0
H14357,2013,1,0,N,V,V,U,1026,3,1960,   .,92023,1
H16677,2016,0.99726776,1,V,N,O,R,7000,3,1993,4,92023,1
H18463,2014,1,1,V,N,O,R,12582,3,1970,8,92023,1
H2716,2016,1,0,V,V,V,U,252,3,,   .,92023,0
H6213,2014,1,0,V,N,O,R,3300,3,1970,4,92023,0
H7013,2012,1,0,N,V,V,U,390,3,1960,   .,92023,0
H13018,2015,1,1,N,V,V,U,1970,3,1960,   .,92024,0
H13438,2014,1,0,N,V,V,U,500,3,1960,   .,92024,0
H16619,2012,1,0,V,N,O,R,1125,3,1977,4,92024,0
H17987,2012,1,1,V,N,O,R,696,3,1950,6,92024,0
H17988,2013,1,1,V,N,O,R,696,3,1950,6,92024,0
H17989,2015,1,1,V,N,O,R,696,3,1950,6,92024,0
H7389,2012,1,1,V,V,V,U,520,3,1960,   .,92024,0
H13462,2013,1,1,N,V,V,U,262,3,1960,   .,92025,0
H13920,2012,1,1,N,V,V,U,325,3,1980,   .,92025,0
H14594,2012,1,1,N,V,V,U,333,3,1960,   .,92025,0
H14595,2013,1,1,N,V,V,U,333,3,1960,   .,92025,0
H14596,2014,1,1,N,V,V,U,333,3,1960,   .,92025,0
H15229,2015,1,0,V,N,O,R,2000,3,2008,8,92025,0
H15662,2013,1,1,V,N,O,R,420,3,1968,5,92025,0
H15743,2012,1,0,V,N,O,R,2910,3,1930,8,92025,1
H15744,2013,1,0,V,N,O,R,2910,3,1930,8,92025,0
H15745,2014,1,0,V,N,O,R,2910,3,1930,8,92025,0
H15746,2015,1,0,V,N,O,R,2910,3,1930,8,92025,0
H15747,2016,0.99726776,0,V,N,O,R,2910,3,1930,8,92025,0
H17449,2013,0.495890411,1,V,N,O,R,3248,3,1960,7,92025,1
H17577,2014,0.665753425,1,V,N,O,R,2880,3,1960,7,92025,1
H17622,2013,0.495890411,1,V,N,O,R,1328,3,1960,4,92025,0
H17804,2014,1,1,V,N,O,R,250,3,1950,3,92025,0
H18445,2014,1,0,V,N,O,R,1250,3,1964,7,92025,0
H364,2012,0.74863388,0,V,V,V,U,1122,3,1960,   .,92025,1
H4187,2015,1,0,V,V,V,U,643,3,1960,   .,92025,1
H5068,2013,1,1,N,V,V,U,300,3,1960,   .,92025,0
H5069,2015,1,1,N,V,V,U,300,3,1960,   .,92025,0
H557,2012,1,1,V,V,V,U,4575,3,1960,   .,92025,0
H6238,2013,1,0,V,V,V,U,480,3,1960,   .,92025,0
H6239,2015,1,0,V,V,V,U,480,3,1960,   .,92025,1
H6339,2012,1,0,N,V,V,U,240,3,1960,   .,92025,0
H6913,2015,1,0,V,V,V,U,2062,3,1960,   .,92025,0
H6914,2016,1,0,V,V,V,U,2062,3,1960,   .,92025,0
H12938,2013,1,1,N,V,V,U,1880,3,1960,   .,92026,1
H13389,2014,1,1,N,V,V,U,1,3,1980,   .,92026,0
H13719,2014,1,1,N,V,V,U,1759,3,1960,   .,92026,0
H14085,2014,1,1,N,V,V,U,600,3,1960,   .,92026,1
H14309,2013,1,1,N,V,V,U,300,3,1960,   .,92026,0
H14543,2013,1,1,N,V,V,U,705,3,1960,   .,92026,0
H14544,2014,1,1,N,V,V,U,705,3,1960,   .,92026,0
H14545,2015,1,1,N,V,V,U,705,3,1960,   .,92026,0
H14546,2016,0.99726776,1,N,V,V,U,705,3,1960,   .,92026,0
H14597,2014,1,1,N,V,V,U,1300,3,1960,   .,92026,0
H14925,2012,1,1,N,V,V,U,910,3,1980,   .,92026,1
H15399,2012,1,1,V,N,O,R,6410,3,1956,8,92026,1
H16269,2014,1,1,V,N,O,R,1200,3,1950,6,92026,0
H16467,2012,1,1,V,N,O,R,350,3,1930,2,92026,0
H16615,2016,0.99726776,1,V,N,O,R,1157,3,1950,5,92026,0
H17043,2015,1,1,V,N,O,R,1270,3,1963,7,92026,0
H1803,2012,1,1,V,V,V,U,2600,3,,   .,92026,1
H1804,2012,1,1,V,V,V,U,504,3,,   .,92026,0
H18479,2014,1,1,V,N,O,R,1355,3,1930,6,92026,0
H18947,2013,1,1,V,N,O,R,982,3,1950,4,92026,0
H4041,2012,1,1,V,N,O,R,1252,3,1930,7,92026,0
H16675,2012,1,1,V,N,O,R,4392,3,1970,4,92032,0
H16676,2016,0.99726776,1,V,N,O,R,4392,3,1970,4,92032,0
H16879,2012,1,1,V,N,O,R,2700,3,1968,6,92032,0
H16880,2015,1,1,V,N,O,R,2700,3,1968,6,92032,1
H4518,2015,1,1,V,V,V,U,8018,3,,   .,92032,1
H7131,2013,1,1,N,V,V,U,831,3,1960,   .,92032,0
H15741,2012,1,1,V,N,O,R,1300,3,1980,3,92033,0
H13114,2016,0.99726776,1,N,V,V,U,630,3,1960,   .,92035,0
H13461,2015,1,1,N,V,V,U,450,3,1960,   .,92035,0
H13512,2013,1,1,N,V,V,U,387,3,1960,   .,92035,1
H13823,2014,1,1,N,V,V,U,900,3,1960,   .,92035,0
H14142,2013,1,1,N,V,V,U,710,3,1960,   .,92035,0
H14940,2012,1,1,N,V,V,U,6054,3,1988,   .,92035,0
H15540,2013,1,1,V,N,O,R,3068,3,2009,5,92035,1
H15748,2013,1,1,V,N,O,R,770,3,1900,6,92035,0
H16469,2014,1,1,V,N,O,R,845,3,1980,4,92035,0
H16470,2015,0.747945205,1,V,N,O,R,845,3,1980,4,92035,0
H16518,2013,1,1,V,N,O,R,286,3,1900,3,92035,0
